"assignment_name","assignment_url","starter_code_url","github_username","roster_identifier","student_repository_name","student_repository_url","submission_timestamp","points_awarded","points_available"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","GraemeWattUWO","gwatt23","lab2-GraemeWattUWO","https://github.com/ShaimaaAliECE/lab2-GraemeWattUWO","2023-01-26 20:41:41 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","fprentic","fprentic","lab2-fprentic","https://github.com/ShaimaaAliECE/lab2-fprentic","2023-01-25 03:22:56 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","mstrasm","mstrasm","lab2-mstrasm","https://github.com/ShaimaaAliECE/lab2-mstrasm","2023-01-24 18:19:43 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ntfeng3","neng3","lab2-ntfeng3","https://github.com/ShaimaaAliECE/lab2-ntfeng3","2023-01-25 15:24:06 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","lkalab","lkalab","lab2-lkalab","https://github.com/ShaimaaAliECE/lab2-lkalab","2023-01-25 17:14:49 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","asarauz","asarauz","lab2-asarauz","https://github.com/ShaimaaAliECE/lab2-asarauz","2023-01-27 00:34:18 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","arnav57","agoyal57","lab2-arnav57","https://github.com/ShaimaaAliECE/lab2-arnav57","2023-01-24 17:19:53 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","EvanPark8","epark225","lab2-EvanPark8","https://github.com/ShaimaaAliECE/lab2-EvanPark8","2023-01-27 17:16:54 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","malakalhanafi02","malhanaf","lab2-malakalhanafi02","https://github.com/ShaimaaAliECE/lab2-malakalhanafi02","2023-01-25 19:39:48 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","t-jones89","tjones89","lab2-t-jones89","https://github.com/ShaimaaAliECE/lab2-t-jones89","2023-01-26 20:58:40 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","Ecook46","ecook46","lab2-Ecook46","https://github.com/ShaimaaAliECE/lab2-Ecook46","2023-01-26 20:24:02 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","dwepple","dwepple","lab2-dwepple","https://github.com/ShaimaaAliECE/lab2-dwepple","2023-01-24 18:56:03 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","lndojaUWO","lndoja","lab2-lndojaUWO","https://github.com/ShaimaaAliECE/lab2-lndojaUWO","2023-01-24 17:19:40 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","KhenneryAgne","kagne","lab2-KhenneryAgne","https://github.com/ShaimaaAliECE/lab2-KhenneryAgne","2023-01-26 02:40:58 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","JoshuaCamillo","jcamill5","lab2-JoshuaCamillo","https://github.com/ShaimaaAliECE/lab2-JoshuaCamillo","2023-01-24 17:19:34 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","devpateluwo","dpate487","lab2-devpateluwo","https://github.com/ShaimaaAliECE/lab2-devpateluwo","2023-01-25 18:00:22 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","jwill345","jwill345","lab2-jwill345","https://github.com/ShaimaaAliECE/lab2-jwill345","2023-01-24 17:19:37 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","eeshasharmaa","esharm2","lab2-eeshasharmaa","https://github.com/ShaimaaAliECE/lab2-eeshasharmaa","2023-01-25 22:18:39 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","apanesa8","apanesa8","lab2-apanesa8","https://github.com/ShaimaaAliECE/lab2-apanesa8","2023-01-27 20:26:16 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","fatemeh220","Fatemeh_TA","lab2-fatemeh220","https://github.com/ShaimaaAliECE/lab2-fatemeh220","2023-01-24 17:19:45 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","Cgilbe","cgilbe27","lab2-Cgilbe","https://github.com/ShaimaaAliECE/lab2-Cgilbe","2023-01-25 18:37:55 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","duncanwaugh","dwaugh5","lab2-duncanwaugh","https://github.com/ShaimaaAliECE/lab2-duncanwaugh","2023-01-25 01:53:56 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","dperezde1","dperezde","lab2-dperezde1","https://github.com/ShaimaaAliECE/lab2-dperezde1","2023-01-25 16:00:34 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","obhatt3","obhatt3","lab2-obhatt3","https://github.com/ShaimaaAliECE/lab2-obhatt3","2023-01-28 04:23:42 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ldoan8","ldoan8","lab2-ldoan8","https://github.com/ShaimaaAliECE/lab2-ldoan8","2023-01-24 20:16:56 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","mnoorchenar","Mohamed_TA","lab2-mnoorchenar","https://github.com/ShaimaaAliECE/lab2-mnoorchenar","2023-01-24 17:19:50 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","lmayer5","lmayer5","lab2-lmayer5","https://github.com/ShaimaaAliECE/lab2-lmayer5","2023-01-25 13:41:35 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ChrisLato","clatosi2","lab2-ChrisLato","https://github.com/ShaimaaAliECE/lab2-ChrisLato","2023-01-26 02:22:49 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","sohrabiann","asohrab6","lab2-sohrabiann","https://github.com/ShaimaaAliECE/lab2-sohrabiann","2023-01-25 14:42:00 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","jaden-hong","jhong324","lab2-jaden-hong","https://github.com/ShaimaaAliECE/lab2-jaden-hong","2023-01-26 03:24:38 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ovanvoor","ovanvoor","lab2-ovanvoor","https://github.com/ShaimaaAliECE/lab2-ovanvoor","2023-01-25 01:50:11 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","JohnKaniukSchool","jkaniuk","lab2-JohnKaniukSchool","https://github.com/ShaimaaAliECE/lab2-JohnKaniukSchool","2023-01-24 21:56:11 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","amitc32","amitc32","lab2-amitc32","https://github.com/ShaimaaAliECE/lab2-amitc32","2023-01-27 21:13:14 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","msuthe43","msuthe43","lab2-msuthe43","https://github.com/ShaimaaAliECE/lab2-msuthe43","2023-01-25 03:23:07 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","marif5520","marif27","lab2-marif5520","https://github.com/ShaimaaAliECE/lab2-marif5520","2023-01-25 17:45:19 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","MuhammadMunir123","mmunir22","lab2-MuhammadMunir123","https://github.com/ShaimaaAliECE/lab2-MuhammadMunir123","2023-01-25 13:34:45 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ThunderFlame2230","atriguer","lab2-ThunderFlame2230","https://github.com/ShaimaaAliECE/lab2-ThunderFlame2230","2023-01-25 18:10:45 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","Shayla18Diep","sdiep","lab2-Shayla18Diep","https://github.com/ShaimaaAliECE/lab2-Shayla18Diep","2023-01-26 21:37:22 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","JoshuaGivans-uwo","jgivans","lab2-JoshuaGivans-uwo","https://github.com/ShaimaaAliECE/lab2-JoshuaGivans-uwo","2023-01-26 22:55:00 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","jszyman3","jszyman3","lab2-jszyman3","https://github.com/ShaimaaAliECE/lab2-jszyman3","2023-01-25 20:15:35 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","edco2","eco2","lab2-edco2","https://github.com/ShaimaaAliECE/lab2-edco2","2023-01-27 14:46:32 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","BigKeaner","jkeane7","lab2-BigKeaner","https://github.com/ShaimaaAliECE/lab2-BigKeaner","2023-01-26 19:26:28 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","jminevic","jminevic","lab2-jminevic","https://github.com/ShaimaaAliECE/lab2-jminevic","2023-01-27 23:14:43 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","msylves6","msylves6","lab2-msylves6","https://github.com/ShaimaaAliECE/lab2-msylves6","2023-01-25 22:36:48 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","dndabiha","dndabiha","lab2-dndabiha","https://github.com/ShaimaaAliECE/lab2-dndabiha","2023-01-26 21:43:33 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","spate738","spate738","lab2-spate738","https://github.com/ShaimaaAliECE/lab2-spate738","2023-01-26 04:50:50 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","BingChi11ing","bguo48","lab2-BingChi11ing","https://github.com/ShaimaaAliECE/lab2-BingChi11ing","2023-01-26 03:58:40 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","clarkedenomy","cdenomy","lab2-clarkedenomy","https://github.com/ShaimaaAliECE/lab2-clarkedenomy","2023-01-26 21:02:42 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","Sam-G128","sghebrek","lab2-Sam-G128","https://github.com/ShaimaaAliECE/lab2-Sam-G128","2023-01-27 23:59:37 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","nnguy25","nnguy25","lab2-nnguy25","https://github.com/ShaimaaAliECE/lab2-nnguy25","2023-01-27 02:21:06 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","neilkirchberger","nkirchb","lab2-neilkirchberger","https://github.com/ShaimaaAliECE/lab2-neilkirchberger","2023-01-26 23:33:21 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","hkorbleUWO","hkorble","lab2-hkorbleUWO","https://github.com/ShaimaaAliECE/lab2-hkorbleUWO","2023-01-27 22:21:09 UTC","10","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","MHebbert","mhebbert","lab2-MHebbert","https://github.com/ShaimaaAliECE/lab2-MHebbert","2023-01-28 04:14:21 UTC","0","10"
"Lab2","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab2","https://api.github.com/repos/ShaimaaAliECE/Python_Lab2","ax-ribeiro","aribeir4","lab2-ax-ribeiro","https://github.com/ShaimaaAliECE/lab2-ax-ribeiro","2023-01-28 03:27:21 UTC","10","10"
